traIndex,GPS_ID,labels
3216,47505,70
3217,47506,44
3218,47507,57
3219,47527,35
3220,47528,48
3221,47570,37
3222,47571,37
3223,47572,23
3224,47602,44
3225,47603,42
3226,47604,58
3227,47605,23
3228,47606,52
3229,47650,37
3230,47651,41
3231,47652,25
3232,47717,27
3233,47718,51
3234,47760,32
3235,47761,47
3236,47791,67
3237,47792,26
3238,47830,55
3239,47831,70
3240,47832,23
3241,47833,28
3242,47877,25
3243,47878,62
3244,47879,28
3245,47934,61
3246,47935,39
3247,47936,70
3248,47937,50
3249,47987,62
3250,47988,67
3251,47989,31
3252,47990,62
3253,48034,26
3254,48035,33
3255,48036,48
3256,48076,69
3257,48077,72
3258,48078,53
3259,48079,36
3260,48114,64
3261,48145,37
3262,48146,51
3263,48147,52
3264,48224,60
3265,48225,28
3266,48226,72
3267,48270,67
3268,48271,61
3269,48272,26
3270,48273,26
3271,48274,38
3272,48308,18
3273,48309,64
3274,48310,62
3275,48333,33
3276,48354,32
3277,48355,23
3278,48356,47
3279,48374,68
3280,48375,68
3281,48403,28
3282,48404,26
3283,48405,32
3284,48432,66
3285,48451,52
3286,48489,64
3287,48490,67
3288,48510,67
3289,48511,31
3290,48512,62
3291,48513,58
3292,48535,27
3293,48536,32
3294,48537,71
3295,48573,69
3296,48574,43
3297,48575,51
3298,48606,36
3299,48607,43
3300,48608,43
3301,48639,57
3302,48640,50
3303,48692,37
3304,48693,26
3305,48717,42
3306,48718,45
3307,48784,40
3308,48785,50
3309,48786,45
3310,48814,65
3311,48815,32
3312,48849,25
3313,48850,60
3314,48883,26
3315,48884,56
3316,48919,60
3317,48920,58
3318,48921,39
3319,48922,23
3320,48923,68
3321,48958,60
3322,48959,69
3323,48960,66
3324,48961,28
3325,48996,37
3326,48997,43
3327,48998,42
3328,48999,43
3329,49031,43
3330,49032,37
3331,49033,49
3332,49076,51
3333,49077,28
3334,49124,48
3335,49125,28
3336,49156,54
3337,49157,42
3338,49199,22
3339,49200,28
3340,49201,23
3341,49231,70
3342,49232,28
3343,49267,59
3344,49268,40
3345,49296,70
3346,49298,26
3347,49299,28
3348,49300,35
3349,49335,36
3350,49336,28
3351,49337,60
3352,49382,72
3353,49383,29
3354,49384,21
3355,49409,39
3356,49410,61
3357,49411,64
3358,49412,41
3359,49447,55
3360,49448,43
3361,49449,45
3362,49509,67
3363,49510,68
3364,49560,34
3365,49596,52
3366,49597,60
3367,49598,37
3368,49599,48
3369,49600,54
3370,49681,27
3371,49682,28
3372,49737,72
3373,49738,69
3374,49739,35
3375,49740,52
3376,49741,52
3377,49775,48
3378,49776,48
3379,49815,37
3380,49816,63
3381,49856,67
3382,49890,55
3383,49891,27
3384,49892,55
3385,49893,27
3386,49894,32
3387,49933,61
3388,49934,36
3389,49935,27
3390,49936,61
3391,49975,69
3392,49976,42
3393,50014,68
3394,50015,67
3395,50042,25
3396,50043,56
3397,50044,46
3398,50045,69
3399,50088,45
3400,50089,72
3401,50124,60
3402,50125,34
3403,50182,25
3404,50183,64
3405,50184,61
3406,50224,69
3407,50243,55
3408,50244,37
3409,50272,68
3410,50273,59
3411,50274,60
3412,50275,26
3413,50314,32
3414,50315,45
3415,50356,27
3416,50357,59
3417,50358,58
3418,50359,52
3419,50401,38
3420,50402,64
3421,50403,26
3422,50432,44
3423,50433,69
3424,50434,37
3425,50435,39
3426,50485,49
3427,50486,43
3428,50487,70
3429,50488,41
3430,50524,65
3431,50525,56
3432,50526,26
3433,50527,62
3434,50576,32
3435,50577,39
3436,50578,38
3437,50579,52
3438,50636,36
3439,50637,64
3440,50659,27
3441,50660,37
3442,50661,26
3443,50662,59
3444,50691,39
3445,50692,36
3446,50693,49
3447,50694,42
3448,50744,56
3449,50745,56
3450,50764,36
3451,50765,50
3452,50766,50
3453,50767,54
3454,50809,37
3455,50810,32
3456,50855,54
3457,50856,61
3458,50857,56
3459,50921,27
3460,50922,44
3461,50923,37
3462,50968,49
3463,50969,49
3464,50970,27
3465,51002,57
3466,51003,58
3467,51039,61
3468,51040,42
3469,51041,49
3470,51042,37
3471,51070,60
3472,51071,60
3473,51106,52
3474,51107,40
3475,51154,39
3476,51155,51
3477,51156,53
3478,51226,43
3479,51227,42
3480,51228,45
3481,51229,53
3482,51230,70
3483,51276,31
3484,51277,54
3485,51278,54
3486,51279,26
3487,51319,54
3488,51320,47
3489,51367,70
3490,51368,50
3491,51387,31
3492,51388,28
3493,51421,37
3494,51422,31
3495,51423,31
3496,51457,52
3497,51458,28
3498,51459,66
3499,51460,56
3500,51502,27
3501,51503,32
3502,51504,54
3503,51546,60
3504,51547,43
3505,51548,42
3506,51591,35
3507,51663,46
3508,51664,27
3509,51707,55
3510,51708,58
3511,51709,70
3512,51748,63
3513,51749,26
3514,51750,54
3515,51782,52
3516,51783,65
3517,51829,43
3518,51830,60
3519,51855,60
3520,51856,70
3521,51902,62
3522,51903,39
3523,51937,54
3524,51938,32
3525,51939,22
3526,51964,35
3527,51965,34
3528,52002,68
3529,52003,66
3530,52004,69
3531,52040,27
3532,52041,37
3533,52042,46
3534,52043,58
3535,52082,25
3536,52083,39
3537,52124,56
3538,52163,55
3539,52164,47
3540,52165,32
3541,52166,27
3542,52210,48
3543,52211,70
3544,52294,21
3545,52295,22
3546,52331,64
3547,52332,55
3548,52366,36
3549,52367,49
3550,52402,61
3551,52403,58
3552,52404,32
3553,52405,56
3554,52493,27
3555,52494,46
3556,52495,27
3557,52496,46
3558,52554,26
3559,52555,62
3560,52602,69
3561,52603,41
3562,52604,42
3563,52629,60
3564,52668,41
3565,52699,38
3566,52700,27
3567,52724,39
3568,52725,63
3569,52726,25
3570,52757,41
3571,52758,45
3572,52759,72
3573,52760,29
3574,52761,72
3575,52795,39
3576,52796,36
3577,52826,61
3578,52827,62
3579,52862,36
3580,52863,56
3581,52895,42
3582,52896,43
3583,52897,44
3584,52924,36
3585,52943,44
3586,52944,42
3587,52945,43
3588,52946,34
3589,52986,70
3590,52987,28
3591,53056,44
3592,53057,43
3593,53058,46
3594,53059,55
3595,53060,55
3596,53105,41
3597,53106,34
3598,53107,28
3599,53108,33
3600,53149,37
3601,53179,22
3602,53180,32
3603,53181,68
3604,53214,49
3605,53288,58
3606,53289,72
3607,53290,21
3608,53327,31
3609,53389,52
3610,53390,56
3611,53391,26
3612,53392,26
3613,53393,58
3614,53431,43
3615,53432,42
3616,53485,29
3617,53486,55
3618,53517,53
3619,53518,51
3620,53519,31
3621,53556,55
3622,53557,49
3623,53558,37
3624,53559,49
3625,53589,49
3626,53590,45
3627,53600,58
3628,53601,61
3629,53602,53
3630,53603,58
3631,53623,50
3632,53659,33
3633,53692,69
3634,53693,35
3635,53733,25
3636,53734,58
3637,53735,67
3638,53736,66
3639,53772,32
3640,53773,52
3641,53809,39
3642,53810,26
3643,53811,67
3644,53849,66
3645,53850,72
3646,53851,37
3647,53852,36
3648,53882,60
3649,53883,52
3650,53884,36
3651,53911,56
3652,53912,32
3653,53913,32
3654,53948,56
3655,53949,37
3656,53981,37
3657,53982,46
3658,54009,67
3659,54010,56
3660,54051,72
3661,54052,32
3662,54092,33
3663,54093,23
3664,54112,57
3665,54165,25
3666,54166,41
3667,54167,49
3668,54168,50
3669,54197,56
3670,54198,32
3671,54199,56
3672,54200,56
3673,54241,45
3674,54242,63
3675,54243,26
3676,54279,39
3677,54280,36
3678,54281,41
3679,54282,44
3680,54321,37
3681,54322,52
3682,54356,31
3683,54357,27
3684,54358,51
3685,54386,39
3686,54387,34
3687,54388,34
3688,54389,39
3689,54418,69
3690,54419,33
3691,54458,38
3692,54459,60
3693,54460,69
3694,54521,55
3695,54522,27
3696,54562,49
3697,54563,41
3698,54564,60
3699,54602,44
3700,54603,44
3701,54604,39
3702,54638,37
3703,54639,50
3704,54640,48
3705,54641,41
3706,54642,70
3707,54672,53
3708,54673,39
3709,54706,45
3710,54707,36
3711,54708,57
3712,54709,63
3713,54755,62
3714,54756,59
3715,54803,37
3716,54804,61
3717,54805,58
3718,54806,66
3719,54844,39
3720,54845,39
3721,54846,39
3722,54847,58
3723,54848,68
3724,54883,26
3725,54884,44
3726,54885,70
3727,54923,51
3728,54924,58
3729,54987,60
3730,54989,48
3731,55017,55
3732,55018,72
3733,55019,31
3734,55048,33
3735,55087,46
3736,55088,72
3737,55089,68
3738,55113,69
3739,55114,31
3740,55115,68
3741,55148,50
3742,55182,65
3743,55183,65
3744,55184,21
3745,55206,39
3746,55207,62
3747,55208,56
3748,55209,56
3749,55242,48
3750,55282,61
3751,55283,39
3752,55317,36
3753,55318,58
3754,55319,58
3755,55320,62
3756,55357,41
3757,55397,50
3758,55439,70
3759,55440,48
3760,55441,50
3761,55464,52
3762,55465,70
3763,55493,37
3764,55494,51
3765,55495,31
3766,55522,41
3767,55542,67
3768,55544,67
3769,55545,43
3770,55587,7
3771,55588,48
3772,55620,37
3773,55621,43
3774,55622,50
3775,55677,68
3776,55678,48
3777,55721,66
3778,55762,56
3779,55829,68
3780,55857,52
3781,55902,45
3782,55903,32
3783,55905,46
3784,55938,53
3785,55939,25
3786,56020,72
3787,56092,32
3788,56093,64
3789,56094,57
3790,56095,31
3791,56120,66
3792,56121,59
3793,56158,72
3794,56159,31
3795,56178,50
3796,56179,64
3797,56180,61
3798,56220,48
3799,56221,48
3800,56222,33
3801,56274,48
3802,56275,47
3803,56303,56
3804,56304,32
3805,56305,56
3806,56306,70
3807,56340,48
3808,56384,64
3809,56385,61
3810,56386,57
3811,56387,52
3812,56435,62
3813,56436,32
3814,56437,25
3815,56438,63
3816,56461,50
3817,56462,48
3818,56496,38
3819,56497,53
3820,56498,55
3821,56499,61
3822,56537,58
3823,56579,51
3824,56580,55
3825,56581,55
3826,56582,66
3827,56583,31
3828,56616,67
3829,56617,60
3830,56618,71
3831,56645,68
3832,56646,68
3833,56681,72
3834,56682,29
3835,56717,65
3836,56718,65
3837,56719,67
3838,56746,51
3839,56747,39
3840,56777,55
3841,56778,57
3842,56779,71
3843,56780,71
3844,56814,67
3845,56815,58
3846,56839,29
3847,56840,66
3848,56841,22
3849,56914,46
3850,56915,42
3851,56916,41
3852,56950,60
3853,56951,25
3854,56952,60
3855,56981,57
3856,56982,70
3857,56983,70
3858,57033,32
3859,57081,32
3860,57082,56
3861,57083,71
3862,57108,37
3863,57109,53
3864,57186,46
3865,57187,55
3866,57188,51
3867,57189,43
3868,57190,50
3869,57225,65
3870,57226,60
3871,57241,70
3872,57242,42
3873,57243,43
3874,57261,70
3875,57262,46
3876,57263,27
3877,57298,47
3878,57299,53
3879,57364,53
3880,57365,64
3881,57366,53
3882,57395,68
3883,57396,32
3884,57397,26
3885,57398,58
3886,57475,33
3887,57476,35
3888,57504,41
3889,57505,31
3890,57538,50
3891,57579,61
3892,57580,56
3893,57581,32
3894,57606,37
3895,57607,39
3896,57608,58
3897,57624,48
3898,57625,39
3899,57626,57
3900,57627,39
3901,57664,42
3902,57665,42
3903,57666,56
3904,57667,55
3905,57710,61
3906,57711,60
3907,57712,69
3908,57713,50
3909,57770,61
3910,57771,32
3911,57772,53
3912,57815,50
3913,57816,50
3914,57817,43
3915,57846,67
3916,57847,71
3917,57848,67
3918,57849,60
3919,57875,70
3920,57906,61
3921,57907,37
3922,57908,42
3923,57909,40
3924,57938,61
3925,57939,25
3926,57958,58
3927,57959,62
3928,57960,32
3929,58006,46
3930,58007,55
3931,58043,47
3932,58044,48
3933,58062,37
3934,58063,50
3935,58064,37
3936,58086,61
3937,58087,54
3938,58088,55
3939,58113,45
3940,58122,59
3941,58123,25
3942,58124,45
3943,58172,32
3944,58173,70
3945,58174,50
3946,58201,58
3947,58202,52
3948,58203,52
3949,58204,39
3950,58205,38
3951,58206,53
3952,58207,72
3953,58229,64
3954,58230,61
3955,58269,50
3956,58315,60
3957,58316,70
3958,58364,44
3959,58365,69
3960,58366,53
3961,58367,55
3962,58368,69
3963,58402,44
3964,58403,43
3965,58430,46
3966,58431,25
3967,58432,25
3968,58433,41
3969,58434,39
3970,58482,55
3971,58483,47
3972,58513,72
3973,58514,47
3974,58515,29
3975,58548,56
3976,58549,52
3977,58550,35
3978,58620,54
3979,58621,41
3980,58622,60
3981,58649,61
3982,58650,35
3983,58699,51
3984,58700,46
3985,58701,45
3986,58740,59
3987,58773,47
3988,58774,72
3989,58814,60
3990,58836,42
3991,58837,50
3992,58838,46
3993,58839,58
3994,58840,32
3995,58875,43
3996,58876,42
3997,58877,46
3998,58913,37
3999,58914,45
4000,58915,42
4001,58946,31
4002,58947,49
4003,58948,50
4004,58978,59
4005,58979,58
4006,58980,55
4007,59020,32
4008,59065,46
4009,59066,48
4010,59067,48
4011,59068,40
4012,59069,44
4013,59104,69
4014,59105,44
4015,59106,42
4016,59107,69
4017,59108,69
4018,59143,46
4019,59144,69
4020,59174,49
4021,59175,39
4022,59214,69
4023,59215,43
4024,59216,53
4025,59239,65
4026,59268,40
4027,59269,41
4028,59296,33
4029,59321,70
4030,59322,49
4031,59353,66
4032,59367,70
4033,59402,45
4034,59403,35
4035,59434,37
4036,59435,50
4037,59476,60
4038,59477,59
4039,59525,39
4040,59526,70
4041,59527,31
4042,59564,70
4043,59565,56
4044,59566,45
4045,59567,42
4046,59595,25
4047,59596,72
4048,59627,36
4049,59628,64
4050,59661,52
4051,59699,51
4052,59700,51
4053,59701,50
4054,59734,37
4055,59735,39
4056,59736,39
4057,59737,46
4058,59789,65
4059,59790,66
4060,59791,57
4061,59792,61
4062,59824,46
4063,59825,41
4064,59859,27
4065,59860,47
4066,59861,51
4067,59893,55
4068,59894,55
4069,59933,39
4070,59965,29
4071,59966,31
4072,59967,29
4073,59968,29
4074,59969,29
4075,60004,64
4076,60038,54
4077,60039,60
4078,60040,39
4079,60041,52
4080,60062,66
4081,60063,39
4082,60064,39
4083,60098,44
4084,60099,46
4085,60165,63
4086,60166,35
4087,60206,47
4088,60239,45
4089,60281,70
4090,60282,42
4091,60333,61
4092,60334,39
4093,60362,36
4094,60363,44
4095,60364,49
4096,60365,50
4097,60418,37
4098,60419,38
4099,60420,58
4100,60449,68
4101,60450,71
4102,60451,69
4103,60522,55
4104,60523,61
4105,60524,58
4106,60525,39
4107,60526,66
4108,60600,56
4109,60601,52
4110,60602,42
4111,60645,58
4112,60646,71
4113,60647,60
4114,60679,61
4115,60680,46
4116,60681,42
4117,60711,29
4118,60712,45
4119,60713,38
4120,60726,65
4121,60727,65
4122,60728,66
4123,60775,56
4124,60776,66
4125,60824,44
4126,60825,27
4127,60826,29
4128,60858,45
4129,60859,27
4130,60860,51
4131,60887,53
4132,60888,49
4133,60911,69
4134,60943,70
4135,60944,42
4136,60945,58
4137,60946,56
4138,60947,56
4139,60960,68
4140,60961,68
4141,60962,66
4142,60986,37
4143,61012,46
4144,61013,72
4145,61014,47
4146,61066,44
4147,61067,37
4148,61068,62
4149,61110,46
4150,61111,56
4151,61112,66
4152,61151,50
4153,61152,41
4154,61153,44
4155,61154,36
4156,61192,54
4157,61193,25
4158,61194,58
4159,61227,57
4160,61228,62
4161,61229,67
4162,61271,55
4163,61272,47
4164,61273,53
4165,61303,62
4166,61304,52
4167,61343,45
4168,61344,38
4169,61399,53
4170,61400,58
4171,61401,56
4172,61402,56
4173,61441,59
4174,61442,53
4175,61487,41
4176,61488,41
4177,61489,50
4178,61519,51
4179,61520,71
4180,61521,55
4181,61555,55
4182,61615,57
4183,61651,64
4184,61652,58
4185,61770,64
4186,61771,64
4187,61772,55
4188,61773,55
4189,61813,41
4190,61814,70
4191,61815,50
4192,61816,50
4193,61852,37
4194,61853,50
4195,61854,31
4196,61855,47
4197,61891,37
4198,61892,45
4199,61936,50
4200,61937,50
4201,61980,56
4202,61981,56
4203,61982,70
4204,62011,46
4205,62012,37
4206,62013,47
4207,62044,56
4208,62045,70
4209,62046,48
4210,62078,44
4211,62079,45
4212,62080,55
4213,62081,51
4214,62082,38
4215,62124,57
4216,62125,58
4217,62126,53
4218,62127,53
4219,62159,37
4220,62160,57
4221,62161,39
4222,62202,64
4223,62203,56
4224,62238,72
4225,62239,67
4226,62240,68
4227,62274,56
4228,62306,39
4229,62307,41
4230,62308,42
4231,62309,42
4232,62349,60
4233,62350,61
4234,62351,57
4235,62352,65
4236,62379,67
4237,62380,68
4238,62381,72
4239,62427,29
4240,62428,50
4241,62429,56
4242,62455,56
4243,62481,59
4244,62482,56
4245,62483,70
4246,62520,66
4247,62567,54
4248,62568,72
4249,62569,55
4250,62645,47
4251,62646,55
4252,62647,55
4253,62648,31
4254,62683,46
4255,62684,50
4256,62706,37
4257,62734,61
4258,62735,25
4259,62736,61
4260,62766,49
4261,62767,41
4262,62768,34
4263,62806,44
4264,62807,44
4265,62808,72
4266,62809,47
4267,62843,32
4268,62875,55
4269,62876,68
4270,62938,62
4271,62939,57
4272,62940,59
4273,62941,46
4274,63000,49
4275,63001,46
4276,63034,33
4277,63106,59
4278,63146,40
4279,63147,42
4280,63148,52
4281,63149,53
4282,63187,45
4283,63188,37
4284,63189,55
4285,63190,69
4286,63191,57
4287,63222,46
4288,63223,72
4289,63252,45
4290,63253,45
4291,63254,53
4292,63291,42
4293,63292,53
4294,63293,55
4295,63322,47
4296,63323,31
4297,63324,47
4298,63325,47
4299,63351,57
4300,63352,52
4301,63388,66
4302,63389,41
4303,63422,32
4304,63423,60
4305,63460,62
4306,63502,70
4307,63503,34
4308,63504,34
4309,63535,49
4310,63536,67
4311,63571,32
4312,63594,43
4313,63595,37
4314,63637,49
4315,63638,45
4316,63682,60
4317,63683,52
4318,63684,51
4319,63719,40
4320,63720,41
4321,63721,41
4322,63769,60
4323,63770,33
4324,63771,52
4325,63772,70
4326,63806,52
4327,63807,50
4328,63808,66
4329,63833,45
4330,63834,72
4331,63835,67
4332,63900,53
4333,63901,53
4334,63902,56
4335,63971,70
4336,63972,50
4337,64000,66
4338,64050,51
4339,64051,33
4340,64052,72
4341,64053,67
4342,64054,65
4343,64078,57
4344,64104,57
4345,64105,56
4346,64106,56
4347,64107,56
4348,64124,45
4349,64125,25
4350,64126,59
4351,64153,72
4352,64154,47
4353,64192,70
4354,64193,72
4355,64225,70
4356,64226,50
4357,64264,58
4358,64265,56
4359,64304,52
4360,64305,41
4361,64306,70
4362,64326,37
4363,64327,55
4364,64328,51
4365,64357,53
4366,64358,54
4367,64359,35
4368,64360,64
4369,64361,61
4370,64382,40
4371,64408,48
4372,64430,37
4373,64451,47
4374,64452,49
4375,64453,50
4376,64454,42
4377,64483,62
4378,64484,56
4379,64526,54
4380,64527,52
4381,64528,53
4382,64529,72
4383,64554,44
4384,64555,32
4385,64556,64
4386,64557,56
4387,64593,69
4388,64594,33
4389,64645,63
4390,64646,56
4391,64647,56
4392,64648,66
4393,64691,56
4394,64692,56
4395,64693,67
4396,64694,58
4397,64726,65
4398,64751,63
4399,64752,56
4400,64791,46
4401,64792,53
4402,64793,44
4403,64794,46
4404,64795,52
4405,64856,65
4406,64878,59
4407,64879,57
4408,64880,62
4409,64881,46
4410,64919,57
4411,64920,62
4412,64921,53
4413,64922,45
4414,64945,34
4415,64972,47
4416,64973,49
4417,65008,44
4418,65009,39
4419,65063,53
4420,65064,58
4421,65095,51
4422,65096,55
4423,65097,57
4424,65123,65
4425,65124,65
4426,65165,56
4427,65166,53
4428,65167,52
4429,65168,41
4430,65196,55
4431,65197,58
4432,65198,71
4433,65199,71
4434,65232,69
4435,65233,57
4436,65234,45
4437,65235,49
4438,65236,44
4439,65263,39
4440,65264,66
4441,65265,57
4442,65298,44
4443,65299,50
4444,65356,47
4445,65357,47
4446,65390,42
4447,65391,49
4448,65392,45
4449,65407,38
4450,65444,70
4451,65445,70
4452,65446,45
4453,65491,47
4454,65492,50
4455,65493,41
4456,65494,70
4457,65553,56
4458,65554,59
4459,65594,70
4460,65595,70
4461,65631,69
4462,65632,51
4463,65667,69
4464,65668,69
4465,65669,52
4466,65670,70
4467,65710,60
4468,65711,71
4469,65712,39
4470,65740,46
4471,65741,70
4472,65742,54
4473,65780,42
4474,65807,54
4475,65865,57
4476,65866,58
4477,65867,58
4478,65903,58
4479,65904,59
4480,65905,34
4481,65936,60
4482,65937,63
4483,65968,68
4484,66003,44
4485,66004,40
4486,66005,44
4487,66006,39
4488,66043,51
4489,66063,48
4490,66134,62
4491,66135,59
4492,66171,50
4493,66205,57
4494,66206,45
4495,66276,64
4496,66277,70
4497,66278,52
4498,66305,59
4499,66376,67
4500,66377,60
4501,66378,59
4502,66379,39
4503,66418,42
4504,66419,46
4505,66420,48
4506,66466,39
4507,66467,38
4508,66468,55
4509,66469,51
4510,66515,66
4511,66516,66
4512,66517,69
4513,66518,40
4514,66557,48
4515,66599,62
4516,66600,64
4517,66601,60
4518,66636,72
4519,66637,68
4520,66679,33
4521,66705,50
4522,66706,47
4523,66732,68
4524,66733,68
4525,66734,71
4526,66735,67
4527,66760,45
4528,66761,37
4529,66762,49
4530,66793,46
4531,66794,61
4532,66795,38
4533,66829,51
4534,66856,35
4535,66857,39
4536,66858,62
4537,66888,42
4538,66889,55
4539,66890,51
4540,66891,44
4541,66892,42
4542,66917,56
4543,66918,64
4544,66944,70
4545,66945,50
4546,66946,51
4547,66947,51
4548,66983,70
4549,66984,46
4550,66985,37
4551,66986,37
4552,67015,59
4553,67054,47
4554,67055,57
4555,67056,60
4556,67092,48
4557,67093,48
4558,67118,45
4559,67119,37
4560,67184,55
4561,67185,47
4562,67186,67
4563,67201,61
4564,67202,56
4565,67203,52
4566,67204,54
4567,67225,56
4568,67226,34
4569,67250,65
4570,67257,42
4571,67309,51
4572,67310,55
4573,67311,37
4574,67354,51
4575,67355,55
4576,67356,47
4577,67357,51
4578,67386,46
4579,67387,64
4580,67412,47
4581,67413,71
4582,67414,51
4583,67443,65
4584,67478,66
4585,67479,44
4586,67480,26
4587,67481,61
4588,67556,38
4589,67557,60
4590,67597,53
4591,67598,33
4592,67599,8
4593,67600,60
4594,67644,70
4595,67645,44
4596,67689,66
4597,67690,70
4598,67734,64
4599,67735,56
4600,67736,57
4601,67781,34
4602,67782,52
4603,67825,51
4604,67826,37
4605,67827,64
4606,67874,49
4607,67875,50
4608,67876,37
4609,67920,38
4610,67921,57
4611,67922,67
4612,67965,50
4613,67966,65
4614,67967,55
4615,67968,51
4616,68032,70
4617,68061,41
4618,68087,55
4619,68088,51
4620,68089,49
4621,68090,48
4622,68114,71
4623,68115,52
4624,68150,50
4625,68151,70
4626,68153,49
4627,68154,41
4628,68155,37
4629,68183,56
4630,68184,37
4631,68218,50
4632,68219,37
4633,68258,40
4634,68259,69
4635,68260,56
4636,68292,66
4637,68293,38
4638,68294,38
4639,68336,70
4640,68337,42
4641,68338,49
4642,68377,54
4643,68378,42
4644,68379,44
4645,68380,52
4646,68481,55
4647,68482,53
4648,68483,70
4649,68518,55
4650,68519,70
4651,68520,38
4652,68560,70
4653,68561,45
4654,68587,55
4655,68588,59
4656,68589,56
4657,68612,48
4658,68654,34
4659,68655,34
4660,68677,51
4661,68678,53
4662,68679,56
4663,68713,52
4664,68714,37
4665,68715,54
4666,68716,54
4667,68766,53
4668,68767,72
4669,68768,62
4670,68769,56
4671,68770,71
4672,68771,71
4673,68772,71
4674,68773,71
4675,68774,71
4676,68775,71
4677,68776,71
4678,68777,71
4679,68778,71
4680,68779,71
4681,68780,71
4682,68781,71
4683,68782,71
4684,68783,68
4685,68784,68
4686,68834,45
4687,68835,47
4688,68871,42
4689,68872,42
4690,68873,51
4691,68874,55
4692,68875,51
4693,68876,46
4694,68913,58
4695,68914,62
4696,68915,57
4697,68958,41
4698,68959,44
4699,68992,45
4700,69008,50
4701,69046,51
4702,69047,49
4703,69087,53
4704,69088,52
4705,69089,42
4706,69090,41
4707,69136,58
4708,69175,66
4709,69176,67
4710,69205,41
4711,69206,70
4712,69207,38
4713,69237,50
4714,69238,49
4715,69256,62
4716,69257,64
4717,69258,66
4718,69285,65
4719,69305,33
4720,69324,55
4721,69326,47
4722,69327,47
4723,69364,70
4724,69365,41
4725,69366,34
4726,69367,70
4727,69399,46
4728,69400,45
4729,69401,42
4730,69402,69
4731,69435,54
4732,69436,52
4733,69466,72
4734,69467,58
4735,69468,55
4736,69490,52
4737,69491,67
4738,69492,62
4739,69532,48
4740,69533,48
4741,69534,46
4742,69575,33
4743,69576,8
4744,69577,8
4745,69633,40
4746,69634,69
4747,69635,49
4748,69663,41
4749,69664,44
4750,69665,59
4751,69701,69
4752,69702,59
4753,69703,57
4754,69732,57
4755,69733,55
4756,69734,51
4757,69769,66
4758,69770,45
4759,69799,72
4760,69800,63
4761,69836,69
4762,69854,52
4763,69855,56
4764,69856,45
4765,69857,55
4766,69882,72
4767,69883,57
4768,69884,56
4769,69885,56
4770,69929,60
4771,69930,63
4772,69974,51
4773,69975,47
4774,69976,72
4775,69977,56
4776,70015,56
4777,70038,56
4778,70040,60
4779,70073,72
4780,70074,52
4781,70075,58
4782,70117,39
4783,70118,45
4784,70155,58
4785,70156,58
4786,70157,56
4787,70158,55
4788,70159,45
4789,70195,47
4790,70196,47
4791,70197,68
4792,70198,47
4793,70199,47
4794,70219,44
4795,70220,56
4796,70221,67
4797,70254,42
4798,70255,51
4799,70256,55
4800,70319,69
4801,70320,44
4802,70321,49
4803,70345,35
4804,70346,63
4805,70347,64
4806,70369,66
4807,70370,66
4808,70406,50
4809,70407,52
4810,70408,45
4811,70409,40
4812,70433,37
4813,70434,39
4814,70435,52
4815,70436,57
4816,70491,48
4817,70492,34
4818,70523,68
4819,70524,47
4820,70563,47
4821,70564,45
4822,70565,62
4823,70627,58
4824,70628,58
4825,70655,65
4826,70656,65
4827,70725,54
4828,70726,64
4829,70772,39
4830,70773,45
4831,70774,51
4832,70808,34
4833,70845,62
4834,70883,39
4835,70884,66
4836,70923,45
4837,70924,72
4838,70925,59
4839,70926,34
4840,70962,52
4841,70963,72
4842,71010,69
4843,71011,45
4844,71012,45
4845,71013,55
4846,71047,44
4847,71048,45
4848,71106,48
4849,71107,70
4850,71154,55
4851,71155,52
4852,71156,69
4853,71186,57
4854,71187,72
4855,71188,72
4856,71222,68
4857,71244,45
4858,71245,69
4859,71246,42
4860,71247,45
4861,71248,45
4862,71281,44
4863,71282,33
4864,71316,44
4865,71317,40
4866,71345,57
4867,71346,39
4868,71347,41
4869,71395,57
4870,71396,55
4871,71438,38
4872,71439,39
4873,71470,53
4874,71471,62
4875,71472,57
4876,71508,52
4877,71509,50
4878,71510,50
4879,71532,50
4880,71533,50
4881,71534,45
4882,71535,47
4883,71536,47
4884,71580,55
4885,71581,66
4886,71641,44
4887,71642,46
4888,71643,55
4889,71681,34
4890,71682,52
4891,71716,72
4892,71717,55
4893,71746,46
4894,71747,63
4895,71773,55
4896,71774,45
4897,71775,55
4898,71776,45
4899,71804,42
4900,71805,46
4901,71834,60
4902,71848,46
4903,71849,46
4904,71873,45
4905,71874,45
4906,71920,41
4907,71921,40
4908,71922,41
4909,71990,8
4910,72014,67
4911,72015,66
4912,72038,38
4913,72039,70
4914,72079,67
4915,72112,50
4916,72141,53
4917,72142,62
4918,72143,52
4919,72144,46
4920,72204,52
4921,72275,33
4922,72276,48
4923,72313,46
4924,72314,57
4925,72315,58
4926,72316,63
4927,72356,50
4928,72357,49
4929,72358,48
4930,72359,47
4931,72395,54
4932,72396,72
4933,72397,46
4934,72398,54
4935,72399,52
4936,72432,53
4937,72483,70
4938,72505,55
4939,72506,52
4940,72507,47
4941,72519,65
4942,72548,55
4943,72549,62
4944,72588,70
4945,72589,42
4946,72590,57
4947,72620,69
4948,72646,64
4949,72647,72
4950,72648,46
4951,72669,72
4952,72670,38
4953,72671,64
4954,72672,57
4955,72673,57
4956,72706,46
4957,72707,70
4958,72708,42
4959,72709,70
4960,72744,72
4961,72766,46
4962,72767,70
4963,72768,39
